Song,Tempo,Chroma,MFCC,Chords
Priyathama (Telugu) - Movie Full Songs - High Quality Digital Audio - Maestro Ilaiyaraaja,[178.20581897],"[0.310729444026947, 0.32048678398132324, 0.39910459518432617, 0.3381968140602112, 0.3274589776992798, 0.3216066360473633, 0.33569374680519104, 0.3557243049144745, 0.31915944814682007, 0.37607431411743164, 0.34729689359664917, 0.3339645564556122]","[-215.701904296875, 182.99502563476562, -47.46542739868164, 35.99638366699219, -3.7687270641326904, -14.974392890930176, 17.669370651245117, 3.946683406829834, -1.100474238395691, -8.746910095214844, -2.6404597759246826, 1.7156375646591187, -0.6676136255264282]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Rag'N'Bone Man - Human [HD⧸RES+⧸FLAC],[74.89809783],"[0.5294684171676636, 0.5231484770774841, 0.5147100687026978, 0.47139909863471985, 0.4644465744495392, 0.4890564978122711, 0.5180903077125549, 0.4074817895889282, 0.402364045381546, 0.4666094183921814, 0.5209469199180603, 0.6125414967536926]","[-148.7465362548828, 147.0091552734375, -13.089369773864746, 30.963876724243164, -6.237800598144531, 24.079240798950195, -9.127453804016113, 4.774218559265137, 2.581191301345825, 5.828380107879639, -5.677424907684326, -0.015523042529821396, 1.193683385848999]","[4, 5, 6, 2, 3, 4, 2, 3, 5, 2, 3, 6, 9, 10, 11, 2, 3, 4, 3, 4, 5, 3, 4, 5, 3, 4, 5, 2, 3, 4]"
Rah Tah Tah,[166.70866935],"[0.5367966294288635, 0.5139085054397583, 0.5854692459106445, 0.5970050096511841, 0.632649302482605, 0.6362895965576172, 0.5398454666137695, 0.5779353976249695, 0.5207617282867432, 0.47387099266052246, 0.47071540355682373, 0.5155063271522522]","[-69.19670867919922, 119.15375518798828, -38.92854690551758, 41.857322692871094, -13.232171058654785, 41.49555206298828, -7.762792110443115, 17.963144302368164, -5.600670337677002, 2.6615498065948486, -3.8546948432922363, 7.312612533569336, 3.1463959217071533]","[4, 5, 9, 4, 5, 9, 4, 5, 9, 4, 5, 9, 4, 5, 9, 2, 5, 9, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3]"
Raja Raja Chozhan 24 Bit Version ｜ Rettai Vaal Kuruvi ｜ Ilayaraja ｜ K.J Yesudas,[103.359375],"[0.38727450370788574, 0.38036632537841797, 0.46841877698898315, 0.410312682390213, 0.3435406982898712, 0.3396616280078888, 0.4041103720664978, 0.465046763420105, 0.3603436350822449, 0.2866085469722748, 0.29239562153816223, 0.34825801849365234]","[-135.83184814453125, 153.24490356445312, -30.12497901916504, 49.88178634643555, 15.666855812072754, 12.303899765014648, -5.003057479858398, 10.665239334106445, -3.4236810207366943, 2.3172848224639893, -7.982390403747559, -0.6517332196235657, -0.5372658967971802]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 3, 4, 5, 4, 9, 10, 4, 5, 9, 3, 4, 5, 3, 4, 5, 3, 4, 5]"
Raja Raja Chozhan Lyric Video ｜ Rettai Vaal Kuruvi ｜ Ilaiyaraaja ｜ Mohan ｜  K J Yesudas ｜ Mu Metha,[104.16666667],"[0.3886047899723053, 0.3830641806125641, 0.45268362760543823, 0.4147387146949768, 0.33703145384788513, 0.3319871723651886, 0.3739283084869385, 0.4394148886203766, 0.3557640016078949, 0.28054219484329224, 0.27616241574287415, 0.3272234797477722]","[-158.28829956054688, 158.18283081054688, -24.594921112060547, 63.05079650878906, 14.944616317749023, 2.6241536140441895, 0.5043718218803406, 3.694587469100952, -3.7614505290985107, 1.5552769899368286, -5.842198371887207, -5.856729984283447, 4.132601737976074]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Rangam - Masthishkamlo Puttina,[87.890625],"[0.37830135226249695, 0.4855828285217285, 0.4294690191745758, 0.4927692413330078, 0.44525784254074097, 0.35186994075775146, 0.38190755248069763, 0.4143234193325043, 0.5661218166351318, 0.39719825983047485, 0.3048710823059082, 0.3425074517726898]","[-157.65167236328125, 159.44369506835938, -34.3247184753418, 64.49766540527344, -22.438838958740234, 33.94956970214844, -10.531190872192383, 7.310579776763916, 2.7844998836517334, -6.1944379806518555, 4.794066429138184, -6.602282524108887, 5.185934543609619]","[7, 8, 9, 6, 7, 9, 4, 5, 6, 2, 3, 4, 2, 3, 4, 2, 3, 4, 2, 3, 4, 2, 3, 4, 2, 3, 4, 2, 3, 4]"
"Ratthaalu Full Song Audio ｜｜ Khaidi No 150 ｜ Chiranjeevi, Kajal Aggarwal ｜ Telugu Songs 2017",[139.67483108],"[0.4575342833995819, 0.46441930532455444, 0.4815615713596344, 0.4312778115272522, 0.47055715322494507, 0.3966692388057709, 0.39752984046936035, 0.4406149387359619, 0.4719511866569519, 0.5297393798828125, 0.4466799795627594, 0.44803670048713684]","[-131.2596893310547, 143.39552307128906, -25.152320861816406, 32.56069564819336, -13.662769317626953, 26.10498809814453, -13.438481330871582, 17.539230346679688, 0.22660361230373383, 4.664119720458984, -4.022399425506592, 4.374727725982666, 2.3762028217315674]","[9, 10, 11, 9, 10, 11, 0, 2, 3, 0, 7, 11, 0, 7, 11, 4, 7, 11, 4, 7, 11, 2, 7, 11, 0, 2, 11, 0, 2, 11]"
Revival Songs ｜ Ilamai Enum Poongaatru ｜ Pagalil Oru Iravu ｜ Ilayaraja ｜ SP Balasubramaniam,[139.67483108],"[0.2745443880558014, 0.3399076759815216, 0.40116238594055176, 0.29387563467025757, 0.3647770881652832, 0.37645700573921204, 0.21784363687038422, 0.21391157805919647, 0.2515038847923279, 0.3750552237033844, 0.27022507786750793, 0.2391824722290039]","[-147.22898864746094, 170.24856567382812, -41.9031982421875, 31.003787994384766, 4.707018852233887, 14.09682846069336, -6.1095194816589355, 7.0474066734313965, -3.0156171321868896, -5.810783863067627, -7.485213279724121, -1.0153310298919678, -2.325242519378662]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 4, 5, 6, 5, 9, 10, 4, 5, 6, 4, 5, 6, 4, 5, 6, 4, 5, 6]"
Rex Orange County - Television ⧸ So Far So Good (Official Audio),[166.70866935],"[0.44842198491096497, 0.42268726229667664, 0.41082867980003357, 0.3812907338142395, 0.4174336791038513, 0.48488113284111023, 0.40180501341819763, 0.4118803143501282, 0.4299730360507965, 0.5425189733505249, 0.4761686623096466, 0.4188878834247589]","[-168.5325164794922, 151.47787475585938, 2.793452024459839, 43.778564453125, -4.620122909545898, 23.912973403930664, -11.65158748626709, 9.006717681884766, -1.1980087757110596, -1.8314025402069092, -6.087012767791748, 1.392581582069397, -2.2086024284362793]","[9, 10, 11, 9, 10, 11, 2, 3, 4, 0, 10, 11, 6, 7, 8, 6, 7, 8, 2, 3, 4, 8, 9, 10, 5, 8, 9, 4, 5, 6]"
Ricky Montgomery - Line Without a Hook (Official Lyric Video),[63.02400915],"[0.4932425320148468, 0.41548508405685425, 0.3652123212814331, 0.4228117763996124, 0.3743508458137512, 0.3859087824821472, 0.36089444160461426, 0.4582620859146118, 0.567453145980835, 0.46817097067832947, 0.41377025842666626, 0.37536460161209106]","[-99.0673828125, 147.56565856933594, -17.25278091430664, 52.19363021850586, -14.85225772857666, 25.632022857666016, -13.551128387451172, 13.464200973510742, -0.973842203617096, 0.3293696343898773, -2.670337438583374, 2.409385919570923, -0.015962615609169006]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Riptide,[101.33272059],"[0.44406455755233765, 0.4453420042991638, 0.3947324752807617, 0.4325099289417267, 0.502313494682312, 0.5929169058799744, 0.3657117784023285, 0.320667564868927, 0.4027387797832489, 0.3549663722515106, 0.3648894131183624, 0.3774246573448181]","[-126.40938568115234, 133.39459228515625, -19.31689453125, 39.87836837768555, -14.736801147460938, 27.38401222229004, -11.981742858886719, 15.630748748779297, -4.446918487548828, -0.17189402878284454, -5.6101155281066895, 1.3561841249465942, 2.3593380451202393]","[1, 2, 5, 1, 2, 5, 1, 2, 8, 2, 7, 8, 2, 5, 8, 5, 6, 8, 6, 8, 9, 2, 8, 9, 2, 4, 5, 2, 3, 8]"
Ro Ransom - See Me Fall ft. Kensei Abbot (Y2K Remix),[109.95678191],"[0.5165504813194275, 0.46530306339263916, 0.5026519298553467, 0.5313953161239624, 0.5033442974090576, 0.4945201575756073, 0.49246397614479065, 0.5876067876815796, 0.5307090878486633, 0.4534319043159485, 0.449710488319397, 0.4621897041797638]","[-136.971923828125, 151.23008728027344, -16.41774559020996, 36.32551193237305, -2.5398926734924316, 14.13406753540039, -6.782659530639648, 4.562954425811768, 3.1779379844665527, 1.905717372894287, -2.4756546020507812, 0.521684467792511, -1.341683268547058]","[9, 10, 11, 9, 10, 11, 0, 1, 11, 0, 1, 11, 0, 1, 11, 3, 4, 5, 3, 4, 5, 4, 5, 10, 5, 6, 7, 3, 5, 7]"
Roddy Ricch - The Box [Official Audio],[117.45383523],"[0.5685791969299316, 0.5655794739723206, 0.43739575147628784, 0.40724101662635803, 0.4081251919269562, 0.4768727123737335, 0.38767892122268677, 0.37135639786720276, 0.40547239780426025, 0.37134745717048645, 0.5247613787651062, 0.4335891902446747]","[-163.26937866210938, 140.9093475341797, -10.189440727233887, 26.47918701171875, -13.689194679260254, 13.901616096496582, -15.305437088012695, -0.0012094782432541251, -0.04979283735156059, 1.831463098526001, -1.3459341526031494, 1.193860650062561, -1.9617228507995605]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 2, 3, 4, 9, 10, 11, 4, 5, 6, 1, 2, 9]"
"Rooba Rooba Full Song With Telugu Lyrics ｜｜＂మా పాట మీ నోట＂｜｜ Ram Charan Teja, Genelia D'Souza",[103.359375],"[0.5447179675102234, 0.5014647245407104, 0.5361934900283813, 0.5310718417167664, 0.46709921956062317, 0.5068598985671997, 0.4479556977748871, 0.5015195608139038, 0.4504079818725586, 0.4399743974208832, 0.4538916051387787, 0.480691134929657]","[-166.08575439453125, 113.10985565185547, -0.8523682951927185, 48.5457763671875, -10.752257347106934, 39.03190994262695, -5.491183280944824, 20.792604446411133, 2.1506381034851074, 7.943976879119873, -2.645514488220215, 6.426814556121826, 4.055278301239014]","[9, 10, 11, 9, 10, 11, 8, 9, 10, 7, 8, 10, 2, 8, 9, 8, 9, 10, 7, 8, 9, 1, 7, 8, 0, 1, 6, 0, 1, 4]"
"Rooba Rooba Song With Lyrics - Orange Full Songs - Ram Charan Tej, Genelia, Harris Jayaraj",[104.16666667],"[0.5307333469390869, 0.5275848507881165, 0.5681610107421875, 0.5365821123123169, 0.5008383393287659, 0.5391363501548767, 0.5080562829971313, 0.5220217704772949, 0.44796836376190186, 0.4413371980190277, 0.4598379135131836, 0.48322707414627075]","[-157.81985473632812, 113.27091979980469, -0.5843981504440308, 50.55630111694336, -16.708404541015625, 40.3095817565918, -5.805853366851807, 20.052804946899414, 3.9196720123291016, 7.374291896820068, -1.4526753425598145, 4.596888542175293, 6.275697231292725]","[1, 3, 4, 4, 5, 6, 7, 8, 9, 2, 3, 7, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 11, 0, 1, 3, 0, 1, 2]"
Rooba Rooba Video Song ｜ Orange - ఆరెంజ్ Telugu Movie Songs ｜ Ram Charan ｜ Genelia ｜ Vega  Music,[103.359375],"[0.5222833752632141, 0.48276272416114807, 0.5158280730247498, 0.51214200258255, 0.4631577730178833, 0.4979535937309265, 0.4401109218597412, 0.5011361837387085, 0.4256514012813568, 0.40460845828056335, 0.42168423533439636, 0.4533504843711853]","[-251.85360717773438, 96.60050201416016, 14.723652839660645, 38.23436737060547, -4.857084274291992, 30.646835327148438, -0.9337966442108154, 13.733522415161133, 7.291468620300293, 0.8483878374099731, 0.8583434224128723, 2.8702750205993652, 5.745266914367676]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
ROXANNE,[117.45383523],"[0.4843524992465973, 0.5790103077888489, 0.4891193211078644, 0.43069717288017273, 0.4799819886684418, 0.45450109243392944, 0.4980604350566864, 0.4123336672782898, 0.48393678665161133, 0.4889931380748749, 0.4266325831413269, 0.480940580368042]","[-150.35719299316406, 127.4994888305664, -13.076820373535156, 37.651634216308594, -7.659891128540039, 18.63121795654297, -10.245434761047363, 3.0361666679382324, -10.900458335876465, -4.830247402191162, -4.127837181091309, 6.017395496368408, 1.407041311264038]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Royal & the Serpent - Overwhelmed (Official Music Video),[87.59269068],"[0.4970419704914093, 0.46045321226119995, 0.4742913246154785, 0.48140081763267517, 0.399291455745697, 0.3494819700717926, 0.3304498493671417, 0.3686836361885071, 0.36065152287483215, 0.35909268260002136, 0.36964505910873413, 0.39165693521499634]","[-263.808349609375, 95.13472747802734, -5.816081523895264, 23.993715286254883, -0.46123236417770386, 13.07712459564209, -5.585019588470459, 10.446454048156738, -0.20638729631900787, -2.797520160675049, 3.420609474182129, -2.6708171367645264, -1.2984895706176758]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Rude - Magic! (Audio),[143.5546875],"[0.5171329975128174, 0.5384417772293091, 0.4064069390296936, 0.4145701825618744, 0.41102519631385803, 0.4787738621234894, 0.41878828406333923, 0.4443909823894501, 0.5508689880371094, 0.5033889412879944, 0.5004242658615112, 0.44590118527412415]","[-92.6187973022461, 129.58607482910156, -28.99345588684082, 36.0086784362793, -8.222159385681152, 30.612966537475586, -13.368266105651855, 12.584861755371094, -4.05800199508667, 4.605181694030762, -3.1626341342926025, 8.130270957946777, -4.228259563446045]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Running Up That Hill (A Deal With God) (2018 Remaster),[107.66601562],"[0.5188144445419312, 0.45974472165107727, 0.4821392297744751, 0.599147617816925, 0.4774644076824188, 0.41354894638061523, 0.36910802125930786, 0.4526461958885193, 0.36876389384269714, 0.31264689564704895, 0.47687771916389465, 0.4540586769580841]","[-196.4437713623047, 172.73167419433594, -11.79352855682373, 39.16604995727539, -6.834296226501465, 16.025585174560547, -13.704190254211426, 13.384984016418457, 0.803787112236023, -3.306978464126587, 0.5044010877609253, 1.4707084894180298, -1.0433911085128784]","[8, 10, 11, 8, 10, 11, 2, 3, 10, 2, 3, 11, 2, 3, 11, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 2, 3, 4]"
Russ Millions - 6_30 (AUDIO),[70.79409247],"[0.48123660683631897, 0.4594520330429077, 0.4793311059474945, 0.5416239500045776, 0.4720802903175354, 0.5167483687400818, 0.5637148022651672, 0.5931433439254761, 0.5660263895988464, 0.5959993004798889, 0.5586326122283936, 0.580670952796936]","[-206.9599151611328, 144.4897003173828, -44.557472229003906, 38.315635681152344, -12.825727462768555, 8.421965599060059, -0.3170458674430847, 2.9514544010162354, 7.533782005310059, -11.791237831115723, 10.313810348510742, -5.874086856842041, 1.7348817586898804]","[0, 1, 2, 1, 3, 4, 3, 4, 7, 2, 3, 4, 4, 5, 6, 4, 5, 6, 4, 5, 6, 4, 5, 6, 2, 5, 6, 2, 5, 6]"
Russ Millions x Tion Wayne - Body [Official Audio],[70.79409247],"[0.5515706539154053, 0.5683831572532654, 0.5110799074172974, 0.44220200181007385, 0.41610532999038696, 0.4629214107990265, 0.5171893239021301, 0.4333932399749756, 0.43453502655029297, 0.4824245572090149, 0.5600436329841614, 0.573124885559082]","[-172.35804748535156, 128.5926971435547, -30.34968376159668, 24.93651580810547, -3.2024693489074707, 10.142366409301758, -8.416641235351562, 6.639604091644287, -1.4820586442947388, -2.8480148315429688, -6.045307159423828, -3.744021415710449, -1.8332408666610718]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 6, 7, 8, 0, 10, 11, 0, 7, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11]"
Ruth B. - Dandelions (Audio),[78.30255682],"[0.45424267649650574, 0.5095643401145935, 0.4004354476928711, 0.4240640103816986, 0.38903504610061646, 0.47196313738822937, 0.3826683461666107, 0.37391629815101624, 0.4643571674823761, 0.3770864009857178, 0.45144563913345337, 0.3730504810810089]","[-95.58212280273438, 128.32359313964844, -19.710124969482422, 37.358036041259766, -19.554508209228516, 39.068729400634766, -22.19379425048828, 23.2137393951416, -7.132401943206787, 6.453441143035889, 2.732064723968506, 3.5147006511688232, 1.370158076286316]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
S1MBA ft. DTG - Rover (Lyrics) pull up in a rover now she say she wanna come over,[143.5546875],"[0.39057761430740356, 0.4655144214630127, 0.49395644664764404, 0.4393191337585449, 0.5232411623001099, 0.4661189615726471, 0.5497543215751648, 0.4650775194168091, 0.3683319687843323, 0.412677139043808, 0.41781163215637207, 0.4385318458080292]","[-140.7136993408203, 123.68871307373047, -13.639311790466309, 35.590797424316406, -16.261289596557617, 21.989816665649414, -14.397154808044434, 4.611544132232666, -12.068309783935547, -0.3959514796733856, -7.811729907989502, -3.841718912124634, 4.608524799346924]","[3, 4, 8, 1, 9, 10, 0, 1, 7, 0, 1, 7, 2, 3, 4, 2, 3, 4, 1, 10, 11, 9, 10, 11, 1, 3, 4, 1, 3, 4]"
Sabrina Carpenter - Espresso (Official Audio),[105.46875],"[0.5239163041114807, 0.46300700306892395, 0.5111830234527588, 0.49652931094169617, 0.5051461458206177, 0.40147000551223755, 0.3462375998497009, 0.41576671600341797, 0.3957226872444153, 0.44502103328704834, 0.43954330682754517, 0.5076488256454468]","[-91.32331085205078, 118.06281280517578, -19.42523193359375, 55.200592041015625, -18.6671085357666, 32.943546295166016, -24.04915428161621, 19.478443145751953, -12.645923614501953, 2.459944248199463, 3.4784457683563232, -6.447237968444824, 2.671661376953125]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
SAINt JHN - ＂Roses＂ Imanbek Remix (Official Audio),[123.046875],"[0.5599526762962341, 0.4735991358757019, 0.42968982458114624, 0.41045770049095154, 0.41017454862594604, 0.4838196039199829, 0.3822140693664551, 0.4467528462409973, 0.5691506266593933, 0.4905400574207306, 0.5302781462669373, 0.471171110868454]","[-150.9114532470703, 141.8158721923828, -18.863685607910156, 31.31087875366211, -16.01699447631836, 28.135982513427734, -10.903578758239746, 7.033639907836914, -12.238316535949707, 9.125635147094727, 3.915771007537842, -6.350337982177734, 1.8043817281723022]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Sam Smith - Unholy ft. Kim Petras,[129.19921875],"[0.4748009443283081, 0.5965609550476074, 0.5587937235832214, 0.4816586673259735, 0.4785250723361969, 0.5307872295379639, 0.5291034579277039, 0.47318583726882935, 0.5782900452613831, 0.5265704393386841, 0.41318634152412415, 0.386106938123703]","[-145.5384521484375, 131.31675720214844, -37.064857482910156, 38.08254623413086, -5.91940975189209, 15.493980407714844, -6.098212242126465, 9.7918119430542, 0.38936281204223633, -0.01213169191032648, 3.7063074111938477, 4.724974155426025, 5.8418169021606445]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 0, 1, 2, 3, 4, 5, 0, 1, 2, 0, 1, 2, 1, 2, 10]"
Sam Tinnesz - Legends Are Made [Official Audio],[87.59269068],"[0.4711844325065613, 0.44363826513290405, 0.5496760010719299, 0.44978073239326477, 0.40231582522392273, 0.5314972400665283, 0.42839929461479187, 0.410800963640213, 0.3719288408756256, 0.45018982887268066, 0.3546307384967804, 0.3538675010204315]","[-73.03218078613281, 132.40187072753906, -35.30241394042969, 41.678531646728516, -23.903390884399414, 22.93893814086914, -20.4256534576416, 14.81882381439209, -10.912749290466309, 12.245356559753418, -1.9833974838256836, 3.0735321044921875, 3.5111985206604004]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 0, 1, 11, 4, 5, 6, 3, 4, 5, 4, 5, 6, 3, 4, 5, 4, 5, 6, 3, 4, 5]"
Satisfya,[82.03125],"[0.46346205472946167, 0.42107734084129333, 0.4428587853908539, 0.5374417304992676, 0.43839672207832336, 0.4347175657749176, 0.4434896409511566, 0.4864310026168823, 0.6568136811256409, 0.6024712920188904, 0.6556569933891296, 0.5506497621536255]","[-114.48552703857422, 107.1275634765625, -20.798948287963867, 39.948486328125, -21.905973434448242, 29.755252838134766, -12.137810707092285, 18.796630859375, -4.932252407073975, 14.168094635009766, 0.8681870698928833, 9.948808670043945, 3.727353096008301]","[0, 3, 11, 0, 9, 11, 3, 4, 5, 2, 3, 4, 3, 4, 5, 3, 4, 5, 0, 1, 2, 0, 1, 11, 0, 1, 2, 0, 1, 2]"
Seafret - Atlantis (Audio),[166.70866935],"[0.3877095580101013, 0.40154919028282166, 0.4066084027290344, 0.5292856693267822, 0.5197100043296814, 0.4996357262134552, 0.5260021090507507, 0.48535028100013733, 0.5141453742980957, 0.4964767098426819, 0.5556482672691345, 0.5063633918762207]","[-176.05783081054688, 138.40867614746094, -7.784424304962158, 38.426605224609375, -7.259671688079834, 36.77366256713867, -6.951962471008301, 13.300970077514648, 2.280258893966675, 8.280071258544922, -7.4813055992126465, 3.0399341583251953, 0.5933191776275635]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
"Seethakaalam  Full VideoSong ｜S⧸o Satyamurthy ｜Allu Arjun, DSP ｜ Allu Arjun DSP  Hits ｜ Aditya Music",[112.5],"[0.4814581871032715, 0.4680946171283722, 0.485018789768219, 0.4502493143081665, 0.45833125710487366, 0.5048294067382812, 0.4971502125263214, 0.5147602558135986, 0.4871848225593567, 0.5057879090309143, 0.4968336224555969, 0.4587866961956024]","[-194.40399169921875, 134.55343627929688, 2.7467660903930664, 35.249847412109375, -6.745843410491943, 24.294551849365234, -0.014812353067100048, 5.2766242027282715, 0.02634531445801258, -1.2572245597839355, -3.661520481109619, 1.4259389638900757, 2.490495204925537]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 1, 7, 9, 0, 1, 8, 0, 4, 11, 0, 4, 11, 0, 3, 4, 0, 6, 11, 6, 10, 11]"
"Seethakaalam Full Video Song ｜｜ S⧸o Satyamurthy Video Songs ｜｜ Allu Arjun, Samantha, Nithya Menon",[112.34714674],"[0.49555495381355286, 0.4658055603504181, 0.4809756875038147, 0.43662211298942566, 0.422899067401886, 0.46385467052459717, 0.4314699172973633, 0.4803715646266937, 0.466901957988739, 0.5072616934776306, 0.5078836679458618, 0.46581125259399414]","[-191.3556365966797, 131.9691619873047, 2.4729177951812744, 34.77187728881836, -7.40775203704834, 26.275474548339844, -3.1280019283294678, 7.260627269744873, -2.259394645690918, -1.343542456626892, -3.8300037384033203, 2.4017512798309326, 1.9309824705123901]","[9, 10, 11, 0, 9, 11, 0, 10, 11, 0, 5, 11, 2, 9, 10, 2, 9, 10, 0, 9, 10, 0, 1, 9, 0, 4, 9, 0, 4, 10]"
Self Talk,[123.046875],"[0.4831125736236572, 0.4354785978794098, 0.4660590589046478, 0.5005797743797302, 0.5075442790985107, 0.4801822900772095, 0.4099853038787842, 0.42382609844207764, 0.4053550958633423, 0.39174002408981323, 0.42837220430374146, 0.46413230895996094]","[-272.98529052734375, 111.45789337158203, -12.098136901855469, 27.25157356262207, 5.454226970672607, 10.632566452026367, -7.434903144836426, 10.943140983581543, 1.6203725337982178, -4.255630970001221, -3.841123342514038, 1.6575324535369873, -5.548295974731445]","[8, 9, 10, 7, 8, 9, 0, 10, 11, 7, 8, 9, 7, 8, 9, 2, 3, 4, 3, 4, 5, 3, 4, 5, 2, 3, 4, 1, 2, 3]"
Shaggy - Angel ft. Rayvon [HQ AUDIO],[84.72079918],"[0.4458971321582794, 0.5006160736083984, 0.4447455406188965, 0.42880114912986755, 0.4155848026275635, 0.4826541841030121, 0.5527051091194153, 0.465725839138031, 0.44804826378822327, 0.4325641989707947, 0.4716372787952423, 0.43564334511756897]","[-157.1322021484375, 121.15741729736328, -28.086332321166992, 51.81431198120117, -14.123845100402832, 26.533437728881836, -19.035415649414062, 15.803168296813965, -4.665072917938232, 5.55981969833374, -5.873510837554932, -0.6266525983810425, 5.217837810516357]","[9, 10, 11, 9, 10, 11, 6, 10, 11, 7, 8, 10, 3, 8, 10, 8, 9, 10, 0, 9, 10, 0, 9, 10, 8, 9, 10, 7, 9, 10]"
Shawn Mendes - Stitches (Lyrics),[151.99908088],"[0.5618801116943359, 0.5322306752204895, 0.48494359850883484, 0.5437228679656982, 0.5144530534744263, 0.5945010781288147, 0.44415876269340515, 0.4313196539878845, 0.4695984721183777, 0.456301748752594, 0.47121739387512207, 0.4465649127960205]","[-155.0596923828125, 136.01622009277344, -28.229909896850586, 39.225589752197266, 3.773723840713501, 31.55708122253418, -8.931169509887695, 14.041072845458984, -0.6539320349693298, 7.739492416381836, 3.375720977783203, 0.7735786437988281, 8.363876342773438]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
"Shawn Mendes, Camila Cabello - Señorita (Lyric Video)",[117.45383523],"[0.566551148891449, 0.4280222952365875, 0.41117194294929504, 0.3974641263484955, 0.46821048855781555, 0.4162752330303192, 0.3809017241001129, 0.4139944612979889, 0.3958381712436676, 0.4691416025161743, 0.43634796142578125, 0.5332222580909729]","[-132.20021057128906, 132.5986328125, -22.718990325927734, 48.61157989501953, -9.604248046875, 32.0374641418457, -4.979881763458252, 9.457283020019531, -2.5646491050720215, 1.6583012342453003, 8.32620906829834, -0.2883170247077942, -0.45992234349250793]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Sheck Wes - Mo Bamba (Official Music Video),[147.65625],"[0.5077551007270813, 0.43835434317588806, 0.46475669741630554, 0.4971786141395569, 0.622728168964386, 0.5191607475280762, 0.4039246141910553, 0.3910464644432068, 0.37748610973358154, 0.3743007481098175, 0.39872780442237854, 0.5314801335334778]","[-124.26531219482422, 139.3802032470703, 8.04483413696289, 46.5729866027832, -20.62147331237793, 22.836301803588867, -3.793876886367798, 19.580455780029297, -3.5965490341186523, 3.020597219467163, -8.024392127990723, 5.3105268478393555, 9.402508735656738]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
